,name,finger_x,finger_y,thumb_x,thumb_y
437,labeled-data\OC101_R_10s_lowfps\img108.png,1116.4240519700013,462.3694200908418,1112.1650470053874,498.57096229006015
438,labeled-data\OC101_R_10s_lowfps\img109.png,1171.7911165099822,396.354843139326,1110.0355445230805,500.7004647723671
439,labeled-data\OC101_R_10s_lowfps\img110.png,1340.0218126122322,306.9157388824335,1086.611017217704,515.6069821485158
440,labeled-data\OC101_R_10s_lowfps\img111.png,1269.7482306961026,326.0812612231962,1099.3880321115455,504.9594697369811
441,labeled-data\OC101_R_10s_lowfps\img112.png,1129.2010668638432,464.4989225731488,1129.2010668638432,498.57096229006015
442,labeled-data\OC101_R_10s_lowfps\img113.png,1122.812559416922,475.14643498468354,1118.5535544523082,500.7004647723671
443,labeled-data\OC101_R_10s_lowfps\img114.png,1227.158181049963,351.63529101087966,1090.8700221823178,515.6069821485158
444,labeled-data\OC101_R_10s_lowfps\img115.png,1327.2447977183904,304.78623640012665,1069.574997359248,519.8659871131298
445,labeled-data\OC101_R_10s_lowfps\img116.png,1163.2731065807543,387.8368332100981,1086.611017217704,513.4774796662089
446,labeled-data\OC101_R_10s_lowfps\img117.png,1110.0355445230805,479.4054399492975,1095.1290271469318,509.218474701595
447,labeled-data\OC101_R_10s_lowfps\img118.png,1114.2945494876944,464.4989225731488,1103.6470370761594,513.477479666209
448,labeled-data\OC101_R_10s_lowfps\img119.png,1267.6187282137955,330.34026618781013,1063.1864899123273,524.1249920777437
449,labeled-data\OC101_R_10s_lowfps\img120.png,1352.798827506074,306.9157388824335,1065.315992394634,526.2544945600507
450,labeled-data\OC101_R_10s_lowfps\img121.png,1152.6255941692195,419.7793704447026,1101.5175345938526,504.9594697369811
451,labeled-data\OC101_R_10s_lowfps\img122.png,1120.6830569346153,466.62842505545575,1112.1650470053874,500.7004647723671
452,labeled-data\OC101_R_10s_lowfps\img123.png,1133.4600718284569,451.72190767930704,1114.2945494876944,500.7004647723671
453,labeled-data\OC101_R_10s_lowfps\img124.png,1320.8562902714696,332.4697686701172,1084.4815147353968,513.4774796662089
454,labeled-data\OC101_R_10s_lowfps\img125.png,1382.6118622583715,306.9157388824335,1067.4454948769412,524.1249920777437
455,labeled-data\OC101_R_10s_lowfps\img126.png,1333.6333051653114,311.17474384704747,1075.963504806169,519.8659871131298
456,labeled-data\OC101_R_10s_lowfps\img127.png,1127.071564381536,462.3694200908418,1114.2945494876944,498.57096229006015
457,labeled-data\OC101_R_10s_lowfps\img128.png,1114.2945494876944,470.8874300200697,1105.7765395584663,504.9594697369811
458,labeled-data\OC101_R_10s_lowfps\img129.png,1171.7911165099822,398.4843456216331,1107.9060420407734,504.9594697369811
459,labeled-data\OC101_R_10s_lowfps\img130.png,1335.7628076476185,306.9157388824335,1075.963504806169,521.9954895954368
460,labeled-data\OC101_R_10s_lowfps\img131.png,1282.5252455899442,326.0812612231962,1090.8700221823178,511.347977183902
461,labeled-data\OC101_R_10s_lowfps\img132.png,1133.4600718284569,464.4989225731488,1124.9420618992292,498.57096229006027
462,labeled-data\OC101_R_10s_lowfps\img133.png,1122.812559416922,473.0169325023767,1114.2945494876944,507.08897221928805
463,labeled-data\OC101_R_10s_lowfps\img134.png,1205.8631562268936,372.9303158339494,1092.9995246646247,513.4774796662089
464,labeled-data\OC101_R_10s_lowfps\img135.png,1357.057832470688,309.0452413647406,1067.4454948769412,528.3839970423577
465,labeled-data\OC101_R_10s_lowfps\img136.png,1318.7267877891627,317.5632512939685,1080.2225097707828,519.8659871131298
466,labeled-data\OC101_R_10s_lowfps\img137.png,1131.3305693461502,464.4989225731487,1122.812559416922,496.4414598077532
467,labeled-data\OC101_R_10s_lowfps\img138.png,1124.9420618992292,466.62842505545575,1120.6830569346153,496.4414598077532
468,labeled-data\OC101_R_10s_lowfps\img139.png,1244.194200908419,349.5057885285728,1099.3880321115455,504.9594697369811
469,labeled-data\OC101_R_10s_lowfps\img140.png,1335.7628076476185,306.9157388824335,1086.611017217704,513.4774796662089
470,labeled-data\OC101_R_10s_lowfps\img141.png,1152.6255941692195,426.16787789162345,1114.2945494876944,498.57096229006015
471,labeled-data\OC101_R_10s_lowfps\img142.png,1124.9420618992292,470.8874300200697,1120.6830569346153,509.218474701595
472,labeled-data\OC101_R_10s_lowfps\img143.png,1133.4600718284569,460.2399176085348,1118.5535544523082,502.8299672546741
473,labeled-data\OC101_R_10s_lowfps\img144.png,1286.7842505545582,326.0812612231962,1095.1290271469318,511.347977183902
474,labeled-data\OC101_R_10s_lowfps\img145.png,1327.2447977183904,317.5632512939685,1103.6470370761594,502.8299672546741
475,labeled-data\OC101_R_10s_lowfps\img146.png,1146.2370867222987,453.851410161614,1146.2370867222987,485.7939473962184
476,labeled-data\OC101_R_10s_lowfps\img147.png,1137.7190767930708,462.3694200908418,1133.4600718284569,496.4414598077532
477,labeled-data\OC101_R_10s_lowfps\img148.png,1205.8631562268936,375.0598183162565,1129.2010668638432,496.4414598077532
478,labeled-data\OC101_R_10s_lowfps\img149.png,1365.5758423999157,309.0452413647406,1107.9060420407734,507.08897221928805
479,labeled-data\OC101_R_10s_lowfps\img150.png,1363.4463399176088,309.0452413647406,1116.4240519700013,494.3119573254462
480,labeled-data\OC101_R_10s_lowfps\img151.png,1156.8845991338335,453.851410161614,1146.237086722299,487.9234498785254
481,labeled-data\OC101_R_10s_lowfps\img152.png,1139.848579275378,464.4989225731488,1139.848579275378,494.3119573254462
482,labeled-data\OC101_R_10s_lowfps\img153.png,1222.8991760853494,362.2828034224146,1120.6830569346153,498.57096229006015
483,labeled-data\OC101_R_10s_lowfps\img154.png,1374.0938523291436,304.78623640012665,1099.3880321115455,511.347977183902
484,labeled-data\OC101_R_10s_lowfps\img155.png,1329.3743002006977,309.0452413647406,1101.5175345938526,507.08897221928805
485,labeled-data\OC101_R_10s_lowfps\img156.png,1144.107584239992,455.980912643921,1135.589574310764,492.18245484313934
486,labeled-data\OC101_R_10s_lowfps\img157.png,1133.4600718284569,460.2399176085348,1129.2010668638432,496.4414598077532
487,labeled-data\OC101_R_10s_lowfps\img158.png,1246.323703390726,343.117281081652,1105.7765395584663,500.7004647723671
488,labeled-data\OC101_R_10s_lowfps\img159.png,1308.079275377628,315.4337488116614,1107.9060420407734,502.8299672546741
489,labeled-data\OC101_R_10s_lowfps\img160.png,1150.496091686913,453.851410161614,1141.9780817576848,485.7939473962184
490,labeled-data\OC101_R_10s_lowfps\img161.png,1141.9780817576848,458.1104151262279,1135.589574310764,490.0529523608324
491,labeled-data\OC101_R_10s_lowfps\img162.png,1216.5106686384286,383.57782824548417,1120.6830569346153,494.3119573254462
492,labeled-data\OC101_R_10s_lowfps\img163.png,1346.410320059153,309.0452413647406,1105.7765395584663,502.8299672546741
493,labeled-data\OC101_R_10s_lowfps\img164.png,1322.9857927537766,315.4337488116614,1116.4240519700013,496.4414598077532
494,labeled-data\OC102_R_10s_lowfps\img000.png,1086.611017217704,411.26136051547473,1127.071564381536,430.4268828562374
495,labeled-data\OC102_R_10s_lowfps\img001.png,1086.611017217704,407.0023555508608,1127.071564381536,430.4268828562374
496,labeled-data\OC102_R_10s_lowfps\img002.png,1086.611017217704,407.0023555508608,1127.071564381536,430.4268828562374
497,labeled-data\OC102_R_10s_lowfps\img003.png,1086.611017217704,411.26136051547473,1127.071564381536,430.4268828562374
498,labeled-data\OC102_R_10s_lowfps\img004.png,1082.35201225309,411.26136051547473,1127.071564381536,430.4268828562374
499,labeled-data\OC102_R_10s_lowfps\img005.png,1080.2225097707828,407.0023555508608,1127.071564381536,428.2973803739304
500,labeled-data\OC102_R_10s_lowfps\img006.png,1080.2225097707828,415.5203654800887,1127.071564381536,426.16787789162345
501,labeled-data\OC102_R_10s_lowfps\img007.png,1080.2225097707828,417.64986796239566,1124.9420618992292,430.4268828562374
502,labeled-data\OC102_R_10s_lowfps\img008.png,1075.963504806169,415.5203654800887,1124.9420618992292,430.4268828562374
503,labeled-data\OC102_R_10s_lowfps\img009.png,1075.963504806169,413.3908629977817,1122.812559416922,428.2973803739304
504,labeled-data\OC102_R_10s_lowfps\img010.png,1080.2225097707828,411.26136051547473,1124.9420618992292,430.4268828562374
505,labeled-data\OC102_R_10s_lowfps\img011.png,1078.093007288476,402.7433505862468,1120.6830569346153,430.4268828562374
506,labeled-data\OC102_R_10s_lowfps\img012.png,1188.827136368438,266.4551917186013,1071.7044998415552,464.4989225731488
507,labeled-data\OC102_R_10s_lowfps\img013.png,1274.0072356607163,240.90116193091785,1044.0209675715646,504.9594697369811
508,labeled-data\OC102_R_10s_lowfps\img014.png,1288.9137530368653,240.90116193091785,1033.3734551600298,513.4774796662089
509,labeled-data\OC102_R_10s_lowfps\img015.png,1265.489225731489,236.6421569663039,1031.2439526777227,513.4774796662089
510,labeled-data\OC102_R_10s_lowfps\img016.png,1156.8845991338335,309.0452413647406,1082.35201225309,468.7579275377627
511,labeled-data\OC102_R_10s_lowfps\img017.png,1101.5175345938526,396.354843139326,1097.2585296292386,451.72190767930704
512,labeled-data\OC102_R_10s_lowfps\img018.png,1095.1290271469318,402.7433505862468,1092.9995246646247,453.851410161614
513,labeled-data\OC102_R_10s_lowfps\img019.png,1171.7911165099822,302.6567339178196,1073.834002323862,466.62842505545575
514,labeled-data\OC102_R_10s_lowfps\img020.png,1288.9137530368653,249.41917186014552,1052.5389775007925,479.4054399492975
515,labeled-data\OC102_R_10s_lowfps\img021.png,1282.5252455899442,247.28966937783864,1035.5029576423367,487.9234498785254
516,labeled-data\OC102_R_10s_lowfps\img022.png,1122.812559416922,330.34026618781013,1069.574997359248,470.8874300200697
517,labeled-data\OC102_R_10s_lowfps\img023.png,1073.834002323862,413.3908629977817,1084.4815147353968,460.2399176085348
518,labeled-data\OC102_R_10s_lowfps\img024.png,1080.2225097707828,407.0023555508608,1086.611017217704,458.1104151262279
519,labeled-data\OC102_R_10s_lowfps\img025.png,1176.0501214745962,292.0092215062848,1065.315992394634,473.0169325023767
520,labeled-data\OC102_R_10s_lowfps\img026.png,1303.820270413014,247.28966937783864,1035.5029576423367,490.0529523608324
521,labeled-data\OC102_R_10s_lowfps\img027.png,1320.8562902714696,251.5486743424526,1033.3734551600298,500.7004647723671
522,labeled-data\OC102_R_10s_lowfps\img028.png,1099.3880321115455,355.89429597549383,1069.574997359248,473.0169325023767
523,labeled-data\OC102_R_10s_lowfps\img029.png,1075.963504806169,424.0383754093165,1088.7405197000107,464.4989225731488
524,labeled-data\OC102_R_10s_lowfps\img030.png,1099.3880321115455,383.57782824548417,1090.8700221823178,460.2399176085348
525,labeled-data\OC102_R_10s_lowfps\img031.png,1239.935195943805,257.9371817893734,1054.6684799830994,485.7939473962184
526,labeled-data\OC102_R_10s_lowfps\img032.png,1329.3743002006977,249.41917186014552,1035.5029576423367,496.4414598077532
527,labeled-data\OC102_R_10s_lowfps\img033.png,1282.5252455899442,243.0306644132247,1039.7619626069506,492.18245484313934
528,labeled-data\OC102_R_10s_lowfps\img034.png,1071.7044998415552,413.3908629977817,1086.611017217704,460.2399176085348
529,labeled-data\OC102_R_10s_lowfps\img035.png,1067.4454948769412,409.13185803316776,1088.7405197000107,460.2399176085348
530,labeled-data\OC102_R_10s_lowfps\img036.png,1152.6255941692195,306.9157388824335,1073.834002323862,468.7579275377627
531,labeled-data\OC102_R_10s_lowfps\img037.png,1299.5612654484,243.0306644132247,1048.2799725361783,485.7939473962184
532,labeled-data\OC102_R_10s_lowfps\img038.png,1320.8562902714696,249.41917186014552,1050.4094750184854,481.53494243160446
533,labeled-data\OC102_R_10s_lowfps\img039.png,1082.35201225309,407.0023555508608,1095.1290271469318,455.980912643921
534,labeled-data\OC102_R_10s_lowfps\img040.png,1090.8700221823178,407.0023555508608,1103.6470370761594,451.72190767930704
535,labeled-data\OC102_R_10s_lowfps\img041.png,1146.2370867222987,334.5992711524241,1097.2585296292386,453.851410161614
536,labeled-data\OC102_R_10s_lowfps\img042.png,1310.2087778599348,247.28966937783864,1065.315992394634,477.2759374669905
537,labeled-data\OC102_R_10s_lowfps\img043.png,1352.798827506074,249.41917186014552,1054.6684799830994,483.6644449139114
538,labeled-data\OC102_R_10s_lowfps\img044.png,1259.1007182845676,240.90116193091785,1054.6684799830994,481.53494243160446
539,labeled-data\OC102_R_10s_lowfps\img045.png,1090.8700221823178,404.8728530685539,1103.6470370761594,453.851410161614
540,labeled-data\OC102_R_10s_lowfps\img046.png,1097.2585296292386,396.354843139326,1114.2945494876944,449.59240519700006
541,labeled-data\OC102_R_10s_lowfps\img047.png,1201.60415126228,279.2322066124432,1082.35201225309,464.4989225731488
542,labeled-data\OC102_R_10s_lowfps\img048.png,1316.5972853068556,249.41917186014552,1056.7979824654064,487.9234498785254
543,labeled-data\OC102_R_10s_lowfps\img049.png,1322.9857927537766,249.41917186014552,1039.7619626069506,494.3119573254462
544,labeled-data\OC102_R_10s_lowfps\img050.png,1110.0355445230805,340.9877785993451,1058.9274849477133,479.4054399492975
545,labeled-data\OC102_R_10s_lowfps\img051.png,1075.963504806169,419.7793704447026,1090.8700221823178,460.2399176085348
546,labeled-data\OC102_R_10s_lowfps\img052.png,1090.8700221823178,398.4843456216329,1099.3880321115455,453.851410161614
547,labeled-data\OC102_R_10s_lowfps\img053.png,1225.0286785676562,274.9732016478292,1056.7979824654064,479.4054399492975
548,labeled-data\OC102_R_10s_lowfps\img054.png,1316.5972853068556,255.80767930706656,1044.0209675715646,485.7939473962184
549,labeled-data\OC102_R_10s_lowfps\img055.png,1163.2731065807543,300.5272314355127,1054.6684799830994,475.14643498468354
550,labeled-data\OC102_R_10s_lowfps\img056.png,1075.963504806169,419.7793704447026,1095.1290271469318,455.980912643921
551,labeled-data\OC102_R_10s_lowfps\img057.png,1084.4815147353968,402.7433505862468,1101.5175345938526,451.72190767930704
552,labeled-data\OC102_R_10s_lowfps\img058.png,1225.0286785676562,268.5846942009082,1061.0569874300204,477.2759374669905
553,labeled-data\OC102_R_10s_lowfps\img059.png,1329.3743002006977,255.80767930706656,1044.0209675715646,490.0529523608324
554,labeled-data\OC102_R_10s_lowfps\img060.png,1337.8923101299254,253.67817682475948,1046.1504700538717,485.7939473962184
555,labeled-data\OC102_R_10s_lowfps\img061.png,1095.1290271469318,366.5418083870286,1078.093007288476,460.2399176085348
556,labeled-data\OC102_R_10s_lowfps\img062.png,1090.8700221823178,409.13185803316776,1095.1290271469318,455.980912643921
557,labeled-data\OC102_R_10s_lowfps\img063.png,1092.9995246646247,400.61384810394,1090.8700221823178,453.851410161614
558,labeled-data\OC102_R_10s_lowfps\img064.png,1216.5106686384286,270.7141966832153,1050.4094750184854,477.2759374669905
559,labeled-data\OC102_R_10s_lowfps\img065.png,1291.043255519172,253.67817682475948,1029.114450195416,490.0529523608324
560,labeled-data\OC102_R_10s_lowfps\img066.png,1154.7550966515266,283.4912115770572,1033.3734551600298,490.0529523608324
561,labeled-data\OC102_R_10s_lowfps\img067.png,1044.0209675715646,432.5563853385444,1063.1864899123273,473.0169325023767
562,labeled-data\OC102_R_10s_lowfps\img068.png,1052.5389775007925,426.16787789162345,1069.574997359248,466.62842505545575
563,labeled-data\OC102_R_10s_lowfps\img069.png,1112.1650470053874,347.37628604626593,1069.574997359248,464.4989225731488
564,labeled-data\OC102_R_10s_lowfps\img070.png,1263.3597232491816,255.80767930706656,1031.2439526777227,487.9234498785254
565,labeled-data\OC102_R_10s_lowfps\img071.png,1297.431762966093,257.9371817893734,1020.596440266188,496.4414598077532
566,labeled-data\OC102_R_10s_lowfps\img072.png,1071.7044998415552,358.0237984578007,1035.5029576423367,485.7939473962184
567,labeled-data\OC102_R_10s_lowfps\img073.png,1046.1504700538717,432.5563853385444,1065.315992394634,470.8874300200697
568,labeled-data\OC102_R_10s_lowfps\img074.png,1065.315992394634,409.13185803316776,1078.093007288476,462.3694200908418
569,labeled-data\OC102_R_10s_lowfps\img075.png,1197.345146297666,279.2322066124432,1046.1504700538717,479.4054399492975
570,labeled-data\OC102_R_10s_lowfps\img076.png,1293.172758001479,260.0666842716805,1035.5029576423367,490.0529523608324
571,labeled-data\OC102_R_10s_lowfps\img077.png,1203.7336537445867,274.9732016478292,1039.7619626069506,475.14643498468354
572,labeled-data\OC102_R_10s_lowfps\img078.png,1065.315992394634,421.9088729270095,1084.4815147353968,455.980912643921
573,labeled-data\OC102_R_10s_lowfps\img079.png,1067.4454948769412,421.9088729270095,1092.9995246646247,453.851410161614
574,labeled-data\OC102_R_10s_lowfps\img080.png,1150.496091686913,311.17474384704747,1084.4815147353968,455.980912643921
575,labeled-data\OC102_R_10s_lowfps\img081.png,1299.5612654484,257.9371817893734,1058.9274849477133,473.0169325023767
576,labeled-data\OC102_R_10s_lowfps\img082.png,1214.3811661561217,279.2322066124432,1069.574997359248,466.62842505545575
577,labeled-data\OC102_R_10s_lowfps\img083.png,1084.4815147353968,407.0023555508608,1112.1650470053874,449.59240519700006
578,labeled-data\OC102_R_10s_lowfps\img084.png,1084.4815147353968,404.8728530685539,1105.7765395584663,447.4629027146931
579,labeled-data\OC102_R_10s_lowfps\img085.png,1161.1436040984474,317.5632512939685,1097.2585296292386,451.72190767930704
580,labeled-data\OC102_R_10s_lowfps\img086.png,1293.172758001479,249.41917186014552,1071.7044998415552,464.4989225731488
581,labeled-data\OC102_R_10s_lowfps\img087.png,1261.2302207668747,260.0666842716805,1069.574997359248,462.3694200908418
582,labeled-data\OC102_R_10s_lowfps\img088.png,1082.35201225309,409.13185803316776,1097.2585296292386,453.851410161614
583,labeled-data\OC102_R_10s_lowfps\img089.png,1082.35201225309,404.8728530685539,1099.3880321115455,449.59240519700006
584,labeled-data\OC102_R_10s_lowfps\img090.png,1129.2010668638432,364.4123059047215,1116.4240519700013,441.07439526777216
585,labeled-data\OC102_R_10s_lowfps\img091.png,1269.7482306961026,257.9371817893734,1084.4815147353968,453.851410161614
586,labeled-data\OC102_R_10s_lowfps\img092.png,1335.7628076476185,251.5486743424526,1080.2225097707828,462.3694200908418
587,labeled-data\OC102_R_10s_lowfps\img093.png,1201.60415126228,283.4912115770572,1078.093007288476,460.2399176085348
588,labeled-data\OC102_R_10s_lowfps\img094.png,1086.611017217704,411.26136051547473,1110.0355445230805,447.4629027146931
589,labeled-data\OC102_R_10s_lowfps\img095.png,1103.6470370761594,398.4843456216329,1120.6830569346153,447.4629027146931
590,labeled-data\OC102_R_10s_lowfps\img096.png,1186.697633886131,311.17474384704747,1116.4240519700013,445.3334002323861
591,labeled-data\OC102_R_10s_lowfps\img097.png,1301.690767930707,238.7716594486108,1075.963504806169,470.8874300200697
592,labeled-data\OC102_R_10s_lowfps\img098.png,1310.2087778599348,249.41917186014552,1054.6684799830994,483.6644449139114
593,labeled-data\OC102_R_10s_lowfps\img099.png,1112.1650470053874,326.0812612231962,1054.6684799830994,475.14643498468354
594,labeled-data\OC102_R_10s_lowfps\img100.png,1075.963504806169,409.13185803316776,1086.611017217704,462.3694200908418
595,labeled-data\OC102_R_10s_lowfps\img101.png,1078.093007288476,409.1318580331677,1088.7405197000107,455.980912643921
596,labeled-data\OC102_R_10s_lowfps\img102.png,1154.7550966515266,319.69275377627537,1095.1290271469318,451.72190767930704
597,labeled-data\OC102_R_10s_lowfps\img103.png,1303.820270413014,247.28966937783864,1075.963504806169,475.14643498468354
598,labeled-data\OC102_R_10s_lowfps\img104.png,1340.0218126122322,253.67817682475948,1063.1864899123273,481.53494243160446
599,labeled-data\OC102_R_10s_lowfps\img105.png,1178.1796239569032,298.39772895320584,1080.2225097707828,468.7579275377627
600,labeled-data\OC102_R_10s_lowfps\img106.png,1095.1290271469318,409.13185803316776,1114.2945494876944,451.72190767930704
601,labeled-data\OC102_R_10s_lowfps\img107.png,1097.2585296292386,402.7433505862468,1118.5535544523082,447.4629027146931
602,labeled-data\OC102_R_10s_lowfps\img108.png,1193.086141333052,283.4912115770572,1088.7405197000107,466.62842505545575
603,labeled-data\OC102_R_10s_lowfps\img109.png,1312.3382803422417,249.41917186014552,1058.9274849477133,487.9234498785254
604,labeled-data\OC102_R_10s_lowfps\img110.png,1263.3597232491816,236.6421569663039,1052.5389775007925,481.53494243160446
605,labeled-data\OC102_R_10s_lowfps\img111.png,1065.315992394634,415.5203654800887,1082.35201225309,464.4989225731488
606,labeled-data\OC102_R_10s_lowfps\img112.png,1075.9635048061689,415.5203654800887,1088.7405197000107,458.1104151262279
607,labeled-data\OC102_R_10s_lowfps\img113.png,1156.8845991338335,306.9157388824335,1084.4815147353968,468.7579275377627
608,labeled-data\OC102_R_10s_lowfps\img114.png,1303.820270413014,249.41917186014552,1058.9274849477133,477.2759374669905
609,labeled-data\OC102_R_10s_lowfps\img115.png,1308.079275377628,249.41917186014552,1054.6684799830994,485.7939473962184
610,labeled-data\OC102_R_10s_lowfps\img116.png,1058.9274849477133,417.64986796239566,1082.35201225309,466.62842505545575
611,labeled-data\OC102_R_10s_lowfps\img117.png,1095.1290271469318,400.61384810394,1110.0355445230805,447.4629027146931
612,labeled-data\OC102_R_10s_lowfps\img118.png,1186.6976338861311,298.39772895320584,1088.7405197000107,460.2399176085348
613,labeled-data\OC102_R_10s_lowfps\img119.png,1322.9857927537766,247.28966937783864,1058.9274849477133,477.2759374669905
614,labeled-data\OC102_R_10s_lowfps\img120.png,1312.3382803422417,247.28966937783864,1058.9274849477133,477.2759374669905
615,labeled-data\OC102_R_10s_lowfps\img121.png,1071.7044998415552,411.26136051547473,1082.35201225309,460.2399176085348
616,labeled-data\OC102_R_10s_lowfps\img122.png,1095.1290271469318,398.4843456216329,1103.6470370761594,455.980912643921
617,labeled-data\OC102_R_10s_lowfps\img123.png,1146.2370867222987,332.4697686701172,1097.2585296292386,455.980912643921
618,labeled-data\OC102_R_10s_lowfps\img124.png,1299.5612654484,243.0306644132247,1061.0569874300204,481.53494243160446
619,labeled-data\OC102_R_10s_lowfps\img125.png,1327.2447977183904,249.41917186014552,1048.2799725361783,481.53494243160446
620,labeled-data\OC102_R_10s_lowfps\img126.png,1099.3880321115455,368.67131086933546,1082.35201225309,462.3694200908418
621,labeled-data\OC102_R_10s_lowfps\img127.png,1092.9995246646247,404.8728530685539,1103.6470370761594,453.851410161614
622,labeled-data\OC102_R_10s_lowfps\img128.png,1118.5535544523082,353.76479349318674,1095.1290271469318,458.1104151262279
623,labeled-data\OC102_R_10s_lowfps\img129.png,1252.7122108376468,257.9371817893734,1050.4094750184854,483.6644449139114
624,labeled-data\OC102_R_10s_lowfps\img130.png,1284.654748072251,247.28966937783864,1041.8914650892575,485.7939473962184
625,labeled-data\OC102_R_10s_lowfps\img131.png,1078.093007288476,366.5418083870286,1050.4094750184854,483.6644449139114
626,labeled-data\OC102_R_10s_lowfps\img132.png,1061.0569874300204,419.7793704447026,1073.834002323862,470.8874300200697
627,labeled-data\OC102_R_10s_lowfps\img133.png,1092.9995246646247,389.9663356924052,1084.4815147353968,460.2399176085348
628,labeled-data\OC102_R_10s_lowfps\img134.png,1242.064698426112,257.9371817893734,1056.7979824654064,479.4054399492975
629,labeled-data\OC102_R_10s_lowfps\img135.png,1333.6333051653114,251.5486743424526,1048.2799725361783,487.9234498785254
630,labeled-data\OC102_R_10s_lowfps\img136.png,1276.1367381430234,245.1601668955318,1067.4454948769412,468.7579275377627
631,labeled-data\OC102_R_10s_lowfps\img137.png,1112.1650470053874,387.8368332100981,1116.4240519700013,445.3334002323861
632,labeled-data\OC102_R_10s_lowfps\img138.png,1120.6830569346153,379.3188232808702,1122.812559416922,438.9448927854652
633,labeled-data\OC102_R_10s_lowfps\img139.png,1207.992658709201,281.36170909475004,1086.611017217704,460.2399176085348
634,labeled-data\OC102_R_10s_lowfps\img140.png,1320.8562902714696,251.5486743424526,1061.0569874300204,470.8874300200697
635,labeled-data\OC102_R_10s_lowfps\img141.png,1333.6333051653114,253.67817682475948,1048.2799725361783,475.14643498468354
636,labeled-data\OC102_R_10s_lowfps\img142.png,1120.6830569346153,351.6352910108799,1092.9995246646247,455.980912643921
637,labeled-data\OC102_R_10s_lowfps\img143.png,1112.1650470053874,398.4843456216329,1127.071564381536,447.4629027146931
638,labeled-data\OC102_R_10s_lowfps\img144.png,1152.6255941692195,319.69275377627537,1099.3880321115455,458.1104151262279
639,labeled-data\OC102_R_10s_lowfps\img145.png,1301.690767930707,245.1601668955318,1058.9274849477133,481.53494243160446
640,labeled-data\OC102_R_10s_lowfps\img146.png,1316.5972853068556,247.28966937783864,1050.4094750184854,481.53494243160446
641,labeled-data\OC102_R_10s_lowfps\img147.png,1084.4815147353968,404.8728530685539,1107.9060420407734,453.851410161614
642,labeled-data\OC102_R_10s_lowfps\img148.png,1095.1290271469318,404.8728530685539,1118.5535544523082,447.4629027146931
643,labeled-data\OC102_R_10s_lowfps\img149.png,1152.6255941692195,317.5632512939685,1105.7765395584663,451.72190767930704
644,labeled-data\OC102_R_10s_lowfps\img150.png,1303.820270413014,234.5126544839968,1075.963504806169,477.2759374669905
645,labeled-data\OC102_R_10s_lowfps\img151.png,1280.3957431076374,240.90116193091785,1067.4454948769412,475.14643498468354
646,labeled-data\OC102_R_10s_lowfps\img152.png,1065.315992394634,424.0383754093165,1086.611017217704,458.1104151262279
647,labeled-data\OC102_R_10s_lowfps\img153.png,1086.611017217704,404.8728530685539,1099.3880321115455,453.851410161614
648,labeled-data\OC102_R_10s_lowfps\img154.png,1184.568131403824,287.7502165416711,1084.4815147353968,464.4989225731488
649,labeled-data\OC102_R_10s_lowfps\img155.png,1318.7267877891627,245.1601668955318,1054.6684799830994,494.3119573254462
650,labeled-data\OC102_R_10s_lowfps\img156.png,1327.2447977183904,247.28966937783864,1033.3734551600298,507.08897221928805
651,labeled-data\OC102_R_10s_lowfps\img157.png,1097.2585296292386,330.34026618781013,1037.6324601246438,485.7939473962184
652,labeled-data\OC102_R_10s_lowfps\img158.png,1069.574997359248,415.5203654800887,1080.2225097707828,460.2399176085348
653,labeled-data\OC102_R_10s_lowfps\img159.png,1112.1650470053874,334.5992711524241,1063.1864899123273,468.7579275377627
654,labeled-data\OC102_R_10s_lowfps\img160.png,1261.2302207668747,249.41917186014552,1029.114450195416,496.4414598077532
655,labeled-data\OC102_R_10s_lowfps\img161.png,1278.2662406253305,243.0306644132247,1014.2079328192672,502.8299672546741
656,labeled-data\OC102_R_10s_lowfps\img162.png,1082.35201225309,372.9303158339494,1063.1864899123273,470.8874300200697
657,labeled-data\OC102_R_10s_lowfps\img163.png,1082.35201225309,398.4843456216329,1086.611017217704,453.851410161614
658,labeled-data\OC102_R_10s_lowfps\img164.png,1178.1796239569032,285.620714059364,1056.7979824654064,479.4054399492975
659,labeled-data\OC11_R_10s_lowfps\img000.png,790.6101721770362,362.2828034224146,603.2139537340236,628.4706137107848
660,labeled-data\OC11_R_10s_lowfps\img001.png,790.6101721770362,362.2828034224146,605.3434562163305,630.6001161930918
661,labeled-data\OC11_R_10s_lowfps\img002.png,788.4806696947292,364.4123059047215,603.2139537340236,632.7296186753988
662,labeled-data\OC11_R_10s_lowfps\img003.png,788.4806696947292,360.1533009401076,609.6024611809445,636.9886236400127
663,labeled-data\OC11_R_10s_lowfps\img004.png,794.8691771416502,362.2828034224146,607.4729586986375,632.7296186753988
664,labeled-data\OC11_R_10s_lowfps\img005.png,792.7396746593431,360.1533009401076,611.7319636632515,630.6001161930918
665,labeled-data\OC11_R_10s_lowfps\img006.png,790.6101721770362,358.0237984578007,611.7319636632515,628.4706137107848
666,labeled-data\OC11_R_10s_lowfps\img007.png,792.7396746593431,362.2828034224146,607.4729586986375,632.7296186753987
667,labeled-data\OC11_R_10s_lowfps\img008.png,794.8691771416502,360.1533009401076,611.7319636632515,630.6001161930918
668,labeled-data\OC11_R_10s_lowfps\img009.png,794.8691771416502,355.89429597549383,611.7319636632515,624.2116087461709
