,filename,xmin,ymin,xmax,ymax,x_centre,y_centre,x_centre_avg,y_centre_avg,new_xmin,new_ymin
3180,P07_R_10s_lowfps.mp4,846,404,1319,962,1082.5,683.0,1145.0,668.0,755.0,170.0
3181,P07_R_10s_lowfps.mp4,843,405,1310,963,1076.5,684.0,1145.0,668.0,755.0,170.0
3182,P07_R_10s_lowfps.mp4,841,412,1310,957,1075.5,684.5,1145.0,668.0,755.0,170.0
3183,P07_R_10s_lowfps.mp4,841,411,1308,958,1074.5,684.5,1145.0,668.0,755.0,170.0
3184,P07_R_10s_lowfps.mp4,835,410,1308,965,1071.5,687.5,1145.0,668.0,755.0,170.0
3185,P07_R_10s_lowfps.mp4,835,416,1308,959,1071.5,687.5,1145.0,668.0,755.0,170.0
3186,P07_R_10s_lowfps.mp4,835,414,1302,958,1068.5,686.0,1145.0,668.0,755.0,170.0
3187,P07_R_10s_lowfps.mp4,837,410,1315,964,1076.0,687.0,1145.0,668.0,755.0,170.0
3188,P07_R_10s_lowfps.mp4,825,421,1321,981,1073.0,701.0,1145.0,668.0,755.0,170.0
3189,P07_R_10s_lowfps.mp4,845,477,1360,986,1102.5,731.5,1145.0,668.0,755.0,170.0
3190,P07_R_10s_lowfps.mp4,862,481,1364,981,1113.0,731.0,1145.0,668.0,755.0,170.0
3191,P07_R_10s_lowfps.mp4,864,474,1368,972,1116.0,723.0,1145.0,668.0,755.0,170.0
3192,P07_R_10s_lowfps.mp4,869,447,1362,972,1115.5,709.5,1145.0,668.0,755.0,170.0
3193,P07_R_10s_lowfps.mp4,849,426,1372,969,1110.5,697.5,1145.0,668.0,755.0,170.0
3194,P07_R_10s_lowfps.mp4,873,329,1381,964,1127.0,646.5,1145.0,668.0,755.0,170.0
3195,P07_R_10s_lowfps.mp4,912,308,1209,638,1060.5,473.0,1145.0,668.0,755.0,170.0
3196,P07_R_10s_lowfps.mp4,861,325,1384,918,1122.5,621.5,1145.0,668.0,755.0,170.0
3197,P07_R_10s_lowfps.mp4,899,483,1400,927,1149.5,705.0,1145.0,668.0,755.0,170.0
3198,P07_R_10s_lowfps.mp4,899,490,1403,921,1151.0,705.5,1145.0,668.0,755.0,170.0
3199,P07_R_10s_lowfps.mp4,887,455,1400,910,1143.5,682.5,1145.0,668.0,755.0,170.0
3200,P07_R_10s_lowfps.mp4,871,297,1405,908,1138.0,602.5,1145.0,668.0,755.0,170.0
3201,P07_R_10s_lowfps.mp4,894,288,1398,903,1146.0,595.5,1145.0,668.0,755.0,170.0
3202,P07_R_10s_lowfps.mp4,904,308,1409,911,1156.5,609.5,1145.0,668.0,755.0,170.0
3203,P07_R_10s_lowfps.mp4,875,274,1413,884,1144.0,579.0,1145.0,668.0,755.0,170.0
3204,P07_R_10s_lowfps.mp4,927,453,1418,889,1172.5,671.0,1145.0,668.0,755.0,170.0
3205,P07_R_10s_lowfps.mp4,926,444,1413,885,1169.5,664.5,1145.0,668.0,755.0,170.0
3206,P07_R_10s_lowfps.mp4,876,301,1415,890,1145.5,595.5,1145.0,668.0,755.0,170.0
3207,P07_R_10s_lowfps.mp4,906,337,1416,906,1161.0,621.5,1145.0,668.0,755.0,170.0
3208,P07_R_10s_lowfps.mp4,903,308,1415,914,1159.0,611.0,1145.0,668.0,755.0,170.0
3209,P07_R_10s_lowfps.mp4,881,236,1422,895,1151.5,565.5,1145.0,668.0,755.0,170.0
3210,P07_R_10s_lowfps.mp4,887,452,1404,885,1145.5,668.5,1145.0,668.0,755.0,170.0
3211,P07_R_10s_lowfps.mp4,924,473,1409,883,1166.5,678.0,1145.0,668.0,755.0,170.0
3212,P07_R_10s_lowfps.mp4,909,475,1419,897,1164.0,686.0,1145.0,668.0,755.0,170.0
3213,P07_R_10s_lowfps.mp4,889,260,1410,913,1149.5,586.5,1145.0,668.0,755.0,170.0
3214,P07_R_10s_lowfps.mp4,925,294,1406,905,1165.5,599.5,1145.0,668.0,755.0,170.0
3215,P07_R_10s_lowfps.mp4,924,258,1409,900,1166.5,579.0,1145.0,668.0,755.0,170.0
3216,P07_R_10s_lowfps.mp4,915,254,1407,890,1161.0,572.0,1145.0,668.0,755.0,170.0
3217,P07_R_10s_lowfps.mp4,905,427,1409,878,1157.0,652.5,1145.0,668.0,755.0,170.0
3218,P07_R_10s_lowfps.mp4,932,453,1407,874,1169.5,663.5,1145.0,668.0,755.0,170.0
3219,P07_R_10s_lowfps.mp4,917,447,1418,873,1167.5,660.0,1145.0,668.0,755.0,170.0
3220,P07_R_10s_lowfps.mp4,918,270,1413,892,1165.5,581.0,1145.0,668.0,755.0,170.0
3221,P07_R_10s_lowfps.mp4,926,283,1411,879,1168.5,581.0,1145.0,668.0,755.0,170.0
3223,P07_R_10s_lowfps.mp4,927,328,1405,873,1166.0,600.5,1145.0,668.0,755.0,170.0
3226,P07_R_10s_lowfps.mp4,907,283,1414,889,1160.5,586.0,1145.0,668.0,755.0,170.0
3227,P07_R_10s_lowfps.mp4,932,336,1415,883,1173.5,609.5,1145.0,668.0,755.0,170.0
3228,P07_R_10s_lowfps.mp4,926,267,1412,887,1169.0,577.0,1145.0,668.0,755.0,170.0
3229,P07_R_10s_lowfps.mp4,906,252,1419,895,1162.5,573.5,1145.0,668.0,755.0,170.0
3230,P07_R_10s_lowfps.mp4,934,430,1421,880,1177.5,655.0,1145.0,668.0,755.0,170.0
3231,P07_R_10s_lowfps.mp4,934,456,1421,875,1177.5,665.5,1145.0,668.0,755.0,170.0
3232,P07_R_10s_lowfps.mp4,885,334,1423,885,1154.0,609.5,1145.0,668.0,755.0,170.0
3233,P07_R_10s_lowfps.mp4,899,294,1417,900,1158.0,597.0,1145.0,668.0,755.0,170.0
3234,P07_R_10s_lowfps.mp4,923,308,1415,907,1169.0,607.5,1145.0,668.0,755.0,170.0
3235,P07_R_10s_lowfps.mp4,921,306,1412,898,1166.5,602.0,1145.0,668.0,755.0,170.0
3236,P07_R_10s_lowfps.mp4,877,303,1416,893,1146.5,598.0,1145.0,668.0,755.0,170.0
3237,P07_R_10s_lowfps.mp4,927,437,1420,892,1173.5,664.5,1145.0,668.0,755.0,170.0
3238,P07_R_10s_lowfps.mp4,930,414,1421,896,1175.5,655.0,1145.0,668.0,755.0,170.0
3239,P07_R_10s_lowfps.mp4,878,323,1430,902,1154.0,612.5,1145.0,668.0,755.0,170.0
3240,P07_R_10s_lowfps.mp4,899,314,1426,912,1162.5,613.0,1145.0,668.0,755.0,170.0
3241,P07_R_10s_lowfps.mp4,911,293,1420,929,1165.5,611.0,1145.0,668.0,755.0,170.0
3242,P07_R_10s_lowfps.mp4,887,298,1422,911,1154.5,604.5,1145.0,668.0,755.0,170.0
3243,P07_R_10s_lowfps.mp4,911,380,1414,916,1162.5,648.0,1145.0,668.0,755.0,170.0
3244,P07_R_10s_lowfps.mp4,914,384,1411,914,1162.5,649.0,1145.0,668.0,755.0,170.0
3245,P07_R_10s_lowfps.mp4,884,356,1409,924,1146.5,640.0,1145.0,668.0,755.0,170.0
3246,P07_R_10s_lowfps.mp4,867,326,1432,920,1149.5,623.0,1145.0,668.0,755.0,170.0
3247,P07_R_10s_lowfps.mp4,908,308,1423,929,1165.5,618.5,1145.0,668.0,755.0,170.0
3248,P07_R_10s_lowfps.mp4,914,324,1419,918,1166.5,621.0,1145.0,668.0,755.0,170.0
3249,P07_R_10s_lowfps.mp4,870,349,1415,934,1142.5,641.5,1145.0,668.0,755.0,170.0
3250,P07_R_10s_lowfps.mp4,906,404,1407,920,1156.5,662.0,1145.0,668.0,755.0,170.0
3251,P07_R_10s_lowfps.mp4,899,394,1408,939,1153.5,666.5,1145.0,668.0,755.0,170.0
3252,P07_R_10s_lowfps.mp4,868,361,1431,947,1149.5,654.0,1145.0,668.0,755.0,170.0
3253,P07_R_10s_lowfps.mp4,892,353,1424,974,1158.0,663.5,1145.0,668.0,755.0,170.0
3254,P07_R_10s_lowfps.mp4,901,308,1422,949,1161.5,628.5,1145.0,668.0,755.0,170.0
3255,P07_R_10s_lowfps.mp4,888,326,1431,935,1159.5,630.5,1145.0,668.0,755.0,170.0
3256,P07_R_10s_lowfps.mp4,885,379,1413,937,1149.0,658.0,1145.0,668.0,755.0,170.0
3257,P07_R_10s_lowfps.mp4,900,417,1412,934,1156.0,675.5,1145.0,668.0,755.0,170.0
3258,P07_R_10s_lowfps.mp4,898,432,1409,936,1153.5,684.0,1145.0,668.0,755.0,170.0
3259,P07_R_10s_lowfps.mp4,867,366,1430,960,1148.5,663.0,1145.0,668.0,755.0,170.0
3260,P07_R_10s_lowfps.mp4,895,359,1422,974,1158.5,666.5,1145.0,668.0,755.0,170.0
3261,P07_R_10s_lowfps.mp4,892,322,1425,953,1158.5,637.5,1145.0,668.0,755.0,170.0
3262,P07_R_10s_lowfps.mp4,885,337,1423,969,1154.0,653.0,1145.0,668.0,755.0,170.0
3263,P07_R_10s_lowfps.mp4,889,409,1415,945,1152.0,677.0,1145.0,668.0,755.0,170.0
3264,P07_R_10s_lowfps.mp4,878,427,1412,963,1145.0,695.0,1145.0,668.0,755.0,170.0
3265,P07_R_10s_lowfps.mp4,881,420,1407,973,1144.0,696.5,1145.0,668.0,755.0,170.0
3266,P07_R_10s_lowfps.mp4,867,382,1416,974,1141.5,678.0,1145.0,668.0,755.0,170.0
3267,P07_R_10s_lowfps.mp4,877,338,1420,974,1148.5,656.0,1145.0,668.0,755.0,170.0
3268,P07_R_10s_lowfps.mp4,876,325,1417,974,1146.5,649.5,1145.0,668.0,755.0,170.0
3269,P07_R_10s_lowfps.mp4,847,352,1415,965,1131.0,658.5,1145.0,668.0,755.0,170.0
3270,P07_R_10s_lowfps.mp4,875,425,1401,961,1138.0,693.0,1145.0,668.0,755.0,170.0
3271,P07_R_10s_lowfps.mp4,875,430,1398,968,1136.5,699.0,1145.0,668.0,755.0,170.0
3272,P07_R_10s_lowfps.mp4,859,407,1399,974,1129.0,690.5,1145.0,668.0,755.0,170.0
3273,P07_R_10s_lowfps.mp4,876,350,1417,977,1146.5,663.5,1145.0,668.0,755.0,170.0
3274,P07_R_10s_lowfps.mp4,878,320,1408,980,1143.0,650.0,1145.0,668.0,755.0,170.0
3275,P07_R_10s_lowfps.mp4,880,321,1423,984,1151.5,652.5,1145.0,668.0,755.0,170.0
3276,P07_R_10s_lowfps.mp4,860,337,1414,971,1137.0,654.0,1145.0,668.0,755.0,170.0
3277,P07_R_10s_lowfps.mp4,882,428,1414,966,1148.0,697.0,1145.0,668.0,755.0,170.0
3278,P07_R_10s_lowfps.mp4,883,424,1405,971,1144.0,697.5,1145.0,668.0,755.0,170.0
3279,P07_R_10s_lowfps.mp4,851,395,1419,977,1135.0,686.0,1145.0,668.0,755.0,170.0
3280,P07_R_10s_lowfps.mp4,877,345,1415,977,1146.0,661.0,1145.0,668.0,755.0,170.0
3281,P07_R_10s_lowfps.mp4,881,324,1421,988,1151.0,656.0,1145.0,668.0,755.0,170.0
3282,P07_R_10s_lowfps.mp4,885,359,1415,990,1150.0,674.5,1145.0,668.0,755.0,170.0
3283,P07_R_10s_lowfps.mp4,879,417,1415,979,1147.0,698.0,1145.0,668.0,755.0,170.0
3284,P07_R_10s_lowfps.mp4,884,428,1403,977,1143.5,702.5,1145.0,668.0,755.0,170.0
3285,P07_R_10s_lowfps.mp4,886,426,1403,983,1144.5,704.5,1145.0,668.0,755.0,170.0
3286,P07_R_10s_lowfps.mp4,868,381,1426,980,1147.0,680.5,1145.0,668.0,755.0,170.0
3287,P07_R_10s_lowfps.mp4,881,350,1415,984,1148.0,667.0,1145.0,668.0,755.0,170.0
3288,P07_R_10s_lowfps.mp4,885,331,1419,984,1152.0,657.5,1145.0,668.0,755.0,170.0
3289,P07_R_10s_lowfps.mp4,891,330,1424,987,1157.5,658.5,1145.0,668.0,755.0,170.0
3290,P07_R_10s_lowfps.mp4,870,447,1407,974,1138.5,710.5,1145.0,668.0,755.0,170.0
3291,P07_R_10s_lowfps.mp4,889,427,1404,967,1146.5,697.0,1145.0,668.0,755.0,170.0
3292,P07_R_10s_lowfps.mp4,891,423,1402,968,1146.5,695.5,1145.0,668.0,755.0,170.0
3293,P07_R_10s_lowfps.mp4,864,390,1423,977,1143.5,683.5,1145.0,668.0,755.0,170.0
3294,P07_R_10s_lowfps.mp4,889,359,1411,979,1150.0,669.0,1145.0,668.0,755.0,170.0
3295,P07_R_10s_lowfps.mp4,895,335,1419,980,1157.0,657.5,1145.0,668.0,755.0,170.0
3296,P07_R_10s_lowfps.mp4,881,361,1420,994,1150.5,677.5,1145.0,668.0,755.0,170.0
3297,P07_R_10s_lowfps.mp4,868,416,1415,979,1141.5,697.5,1145.0,668.0,755.0,170.0
3298,P07_R_10s_lowfps.mp4,897,423,1410,986,1153.5,704.5,1145.0,668.0,755.0,170.0
3299,P07_R_10s_lowfps.mp4,898,418,1412,987,1155.0,702.5,1145.0,668.0,755.0,170.0
3300,P07_R_10s_lowfps.mp4,871,380,1431,982,1151.0,681.0,1145.0,668.0,755.0,170.0
3301,P07_R_10s_lowfps.mp4,892,353,1418,985,1155.0,669.0,1145.0,668.0,755.0,170.0
3302,P07_R_10s_lowfps.mp4,900,329,1423,987,1161.5,658.0,1145.0,668.0,755.0,170.0
3303,P07_R_10s_lowfps.mp4,902,336,1420,987,1161.0,661.5,1145.0,668.0,755.0,170.0
3304,P07_R_10s_lowfps.mp4,876,410,1417,974,1146.5,692.0,1145.0,668.0,755.0,170.0
3305,P07_R_10s_lowfps.mp4,896,438,1405,976,1150.5,707.0,1145.0,668.0,755.0,170.0
3306,P07_R_10s_lowfps.mp4,889,436,1403,985,1146.0,710.5,1145.0,668.0,755.0,170.0
3307,P07_R_10s_lowfps.mp4,870,402,1432,990,1151.0,696.0,1145.0,668.0,755.0,170.0
3308,P07_R_10s_lowfps.mp4,890,366,1415,993,1152.5,679.5,1145.0,668.0,755.0,170.0
3309,P07_R_10s_lowfps.mp4,906,348,1414,986,1160.0,667.0,1145.0,668.0,755.0,170.0
3310,P07_R_10s_lowfps.mp4,869,384,1418,995,1143.5,689.5,1145.0,668.0,755.0,170.0
3311,P07_R_10s_lowfps.mp4,890,453,1408,973,1149.0,713.0,1145.0,668.0,755.0,170.0
3312,P07_R_10s_lowfps.mp4,890,469,1402,984,1146.0,726.5,1145.0,668.0,755.0,170.0
3313,P07_R_10s_lowfps.mp4,873,445,1408,994,1140.5,719.5,1145.0,668.0,755.0,170.0
3314,P07_R_10s_lowfps.mp4,881,398,1430,997,1155.5,697.5,1145.0,668.0,755.0,170.0
3315,P07_R_10s_lowfps.mp4,900,373,1411,995,1155.5,684.0,1145.0,668.0,755.0,170.0
3316,P07_R_10s_lowfps.mp4,902,364,1408,995,1155.0,679.5,1145.0,668.0,755.0,170.0
3317,P07_R_10s_lowfps.mp4,867,418,1413,982,1140.0,700.0,1145.0,668.0,755.0,170.0
3318,P07_R_10s_lowfps.mp4,885,483,1404,987,1144.5,735.0,1145.0,668.0,755.0,170.0
3319,P07_R_10s_lowfps.mp4,884,477,1407,995,1145.5,736.0,1145.0,668.0,755.0,170.0
3320,P07_R_10s_lowfps.mp4,865,441,1404,1008,1134.5,724.5,1145.0,668.0,755.0,170.0
3321,P07_R_10s_lowfps.mp4,880,418,1420,1006,1150.0,712.0,1145.0,668.0,755.0,170.0
3322,P07_R_10s_lowfps.mp4,888,392,1423,1010,1155.5,701.0,1145.0,668.0,755.0,170.0
3323,P07_R_10s_lowfps.mp4,869,408,1431,1007,1150.0,707.5,1145.0,668.0,755.0,170.0
3324,P07_R_10s_lowfps.mp4,884,459,1401,1004,1142.5,731.5,1145.0,668.0,755.0,170.0
3325,P07_R_10s_lowfps.mp4,886,484,1404,1015,1145.0,749.5,1145.0,668.0,755.0,170.0
3326,P07_R_10s_lowfps.mp4,888,493,1399,1015,1143.5,754.0,1145.0,668.0,755.0,170.0
3327,P07_R_10s_lowfps.mp4,872,477,1399,1018,1135.5,747.5,1145.0,668.0,755.0,170.0
3328,P07_R_10s_lowfps.mp4,877,414,1425,1018,1151.0,716.0,1145.0,668.0,755.0,170.0
3329,P07_R_10s_lowfps.mp4,895,385,1410,1032,1152.5,708.5,1145.0,668.0,755.0,170.0
3330,P07_R_10s_lowfps.mp4,898,375,1409,1016,1153.5,695.5,1145.0,668.0,755.0,170.0
3331,P07_R_10s_lowfps.mp4,864,422,1414,988,1139.0,705.0,1145.0,668.0,755.0,170.0
3332,P07_R_10s_lowfps.mp4,879,480,1400,996,1139.5,738.0,1145.0,668.0,755.0,170.0
3333,P07_R_10s_lowfps.mp4,881,478,1398,1004,1139.5,741.0,1145.0,668.0,755.0,170.0
3334,P07_R_10s_lowfps.mp4,868,455,1402,1010,1135.0,732.5,1145.0,668.0,755.0,170.0
3335,P07_R_10s_lowfps.mp4,876,413,1432,1010,1154.0,711.5,1145.0,668.0,755.0,170.0
3336,P07_R_10s_lowfps.mp4,903,385,1412,1025,1157.5,705.0,1145.0,668.0,755.0,170.0
3337,P07_R_10s_lowfps.mp4,909,379,1411,1024,1160.0,701.5,1145.0,668.0,755.0,170.0
3338,P07_R_10s_lowfps.mp4,864,392,1432,998,1148.0,695.0,1145.0,668.0,755.0,170.0
3339,P07_R_10s_lowfps.mp4,873,506,1405,993,1139.0,749.5,1145.0,668.0,755.0,170.0
3340,P07_R_10s_lowfps.mp4,875,497,1409,999,1142.0,748.0,1145.0,668.0,755.0,170.0
3341,P07_R_10s_lowfps.mp4,863,476,1404,1020,1133.5,748.0,1145.0,668.0,755.0,170.0
3342,P07_R_10s_lowfps.mp4,877,416,1435,1023,1156.0,719.5,1145.0,668.0,755.0,170.0
3343,P07_R_10s_lowfps.mp4,889,383,1441,1025,1165.0,704.0,1145.0,668.0,755.0,170.0
3344,P07_R_10s_lowfps.mp4,889,389,1416,1016,1152.5,702.5,1145.0,668.0,755.0,170.0
3349,P08_R_10s_lowfps.mp4,947,462,1497,961,1222.0,711.5,1163.0,676.0,773.0,170.0
3350,P08_R_10s_lowfps.mp4,948,438,1496,949,1222.0,693.5,1163.0,676.0,773.0,170.0
3351,P08_R_10s_lowfps.mp4,952,420,1494,941,1223.0,680.5,1163.0,676.0,773.0,170.0
3352,P08_R_10s_lowfps.mp4,967,390,1497,947,1232.0,668.5,1163.0,676.0,773.0,170.0
3368,P08_R_10s_lowfps.mp4,973,389,1508,927,1240.5,658.0,1163.0,676.0,773.0,170.0
3373,P08_R_10s_lowfps.mp4,954,371,1480,942,1217.0,656.5,1163.0,676.0,773.0,170.0
3374,P08_R_10s_lowfps.mp4,928,389,1480,952,1204.0,670.5,1163.0,676.0,773.0,170.0
3375,P08_R_10s_lowfps.mp4,918,397,1484,969,1201.0,683.0,1163.0,676.0,773.0,170.0
3376,P08_R_10s_lowfps.mp4,906,415,1473,984,1189.5,699.5,1163.0,676.0,773.0,170.0
3377,P08_R_10s_lowfps.mp4,895,379,1474,970,1184.5,674.5,1163.0,676.0,773.0,170.0
3378,P08_R_10s_lowfps.mp4,893,331,1476,985,1184.5,658.0,1163.0,676.0,773.0,170.0
3379,P08_R_10s_lowfps.mp4,916,316,1475,978,1195.5,647.0,1163.0,676.0,773.0,170.0
3380,P08_R_10s_lowfps.mp4,933,382,1475,961,1204.0,671.5,1163.0,676.0,773.0,170.0
3381,P08_R_10s_lowfps.mp4,909,417,1482,968,1195.5,692.5,1163.0,676.0,773.0,170.0
3382,P08_R_10s_lowfps.mp4,906,416,1487,992,1196.5,704.0,1163.0,676.0,773.0,170.0
3383,P08_R_10s_lowfps.mp4,904,423,1478,988,1191.0,705.5,1163.0,676.0,773.0,170.0
3384,P08_R_10s_lowfps.mp4,910,423,1489,990,1199.5,706.5,1163.0,676.0,773.0,170.0
3385,P08_R_10s_lowfps.mp4,913,417,1481,985,1197.0,701.0,1163.0,676.0,773.0,170.0
3386,P08_R_10s_lowfps.mp4,898,411,1483,977,1190.5,694.0,1163.0,676.0,773.0,170.0
3387,P08_R_10s_lowfps.mp4,895,395,1486,977,1190.5,686.0,1163.0,676.0,773.0,170.0
3388,P08_R_10s_lowfps.mp4,909,365,1478,978,1193.5,671.5,1163.0,676.0,773.0,170.0
3389,P08_R_10s_lowfps.mp4,911,346,1480,982,1195.5,664.0,1163.0,676.0,773.0,170.0
3390,P08_R_10s_lowfps.mp4,914,410,1456,954,1185.0,682.0,1163.0,676.0,773.0,170.0
3391,P08_R_10s_lowfps.mp4,892,413,1453,983,1172.5,698.0,1163.0,676.0,773.0,170.0
3392,P08_R_10s_lowfps.mp4,882,423,1457,988,1169.5,705.5,1163.0,676.0,773.0,170.0
3393,P08_R_10s_lowfps.mp4,873,427,1456,990,1164.5,708.5,1163.0,676.0,773.0,170.0
3394,P08_R_10s_lowfps.mp4,862,435,1448,993,1155.0,714.0,1163.0,676.0,773.0,170.0
3395,P08_R_10s_lowfps.mp4,867,424,1452,996,1159.5,710.0,1163.0,676.0,773.0,170.0
3396,P08_R_10s_lowfps.mp4,859,378,1469,1001,1164.0,689.5,1163.0,676.0,773.0,170.0
3397,P08_R_10s_lowfps.mp4,886,341,1473,1003,1179.5,672.0,1163.0,676.0,773.0,170.0
3398,P08_R_10s_lowfps.mp4,895,359,1476,993,1185.5,676.0,1163.0,676.0,773.0,170.0
3399,P08_R_10s_lowfps.mp4,928,350,1468,978,1198.0,664.0,1163.0,676.0,773.0,170.0
3400,P08_R_10s_lowfps.mp4,915,406,1482,975,1198.5,690.5,1163.0,676.0,773.0,170.0
3401,P08_R_10s_lowfps.mp4,899,391,1487,979,1193.0,685.0,1163.0,676.0,773.0,170.0
3402,P08_R_10s_lowfps.mp4,916,402,1487,984,1201.5,693.0,1163.0,676.0,773.0,170.0
3403,P08_R_10s_lowfps.mp4,931,466,1474,972,1202.5,719.0,1163.0,676.0,773.0,170.0
3404,P08_R_10s_lowfps.mp4,892,355,1492,995,1192.0,675.0,1163.0,676.0,773.0,170.0
3405,P08_R_10s_lowfps.mp4,887,334,1479,989,1183.0,661.5,1163.0,676.0,773.0,170.0
3406,P08_R_10s_lowfps.mp4,905,320,1497,1003,1201.0,661.5,1163.0,676.0,773.0,170.0
3407,P08_R_10s_lowfps.mp4,889,325,1495,984,1192.0,654.5,1163.0,676.0,773.0,170.0
3408,P08_R_10s_lowfps.mp4,920,372,1473,970,1196.5,671.0,1163.0,676.0,773.0,170.0
3409,P08_R_10s_lowfps.mp4,888,415,1465,976,1176.5,695.5,1163.0,676.0,773.0,170.0
3410,P08_R_10s_lowfps.mp4,875,418,1462,989,1168.5,703.5,1163.0,676.0,773.0,170.0
3411,P08_R_10s_lowfps.mp4,875,443,1454,990,1164.5,716.5,1163.0,676.0,773.0,170.0
3412,P08_R_10s_lowfps.mp4,871,430,1443,989,1157.0,709.5,1163.0,676.0,773.0,170.0
3413,P08_R_10s_lowfps.mp4,858,410,1453,1010,1155.5,710.0,1163.0,676.0,773.0,170.0
3416,P08_R_10s_lowfps.mp4,862,351,1447,1012,1154.5,681.5,1163.0,676.0,773.0,170.0
3417,P08_R_10s_lowfps.mp4,870,410,1435,992,1152.5,701.0,1163.0,676.0,773.0,170.0
3418,P08_R_10s_lowfps.mp4,857,416,1443,996,1150.0,706.0,1163.0,676.0,773.0,170.0
3419,P08_R_10s_lowfps.mp4,850,422,1438,997,1144.0,709.5,1163.0,676.0,773.0,170.0
3420,P08_R_10s_lowfps.mp4,861,420,1429,1001,1145.0,710.5,1163.0,676.0,773.0,170.0
3422,P08_R_10s_lowfps.mp4,863,388,1434,994,1148.5,691.0,1163.0,676.0,773.0,170.0
3423,P08_R_10s_lowfps.mp4,865,366,1444,1001,1154.5,683.5,1163.0,676.0,773.0,170.0
3424,P08_R_10s_lowfps.mp4,859,325,1455,999,1157.0,662.0,1163.0,676.0,773.0,170.0
3425,P08_R_10s_lowfps.mp4,885,294,1453,973,1169.0,633.5,1163.0,676.0,773.0,170.0
3426,P08_R_10s_lowfps.mp4,929,344,1460,935,1194.5,639.5,1163.0,676.0,773.0,170.0
3427,P08_R_10s_lowfps.mp4,916,373,1458,940,1187.0,656.5,1163.0,676.0,773.0,170.0
3428,P08_R_10s_lowfps.mp4,913,393,1433,956,1173.0,674.5,1163.0,676.0,773.0,170.0
3429,P08_R_10s_lowfps.mp4,917,438,1443,984,1180.0,711.0,1163.0,676.0,773.0,170.0
3430,P08_R_10s_lowfps.mp4,879,369,1439,988,1159.0,678.5,1163.0,676.0,773.0,170.0
3431,P08_R_10s_lowfps.mp4,864,365,1437,999,1150.5,682.0,1163.0,676.0,773.0,170.0
3432,P08_R_10s_lowfps.mp4,858,357,1441,999,1149.5,678.0,1163.0,676.0,773.0,170.0
3433,P08_R_10s_lowfps.mp4,860,341,1436,997,1148.0,669.0,1163.0,676.0,773.0,170.0
3434,P08_R_10s_lowfps.mp4,864,346,1446,992,1155.0,669.0,1163.0,676.0,773.0,170.0
3435,P08_R_10s_lowfps.mp4,913,399,1440,979,1176.5,689.0,1163.0,676.0,773.0,170.0
3436,P08_R_10s_lowfps.mp4,903,405,1453,989,1178.0,697.0,1163.0,676.0,773.0,170.0
3437,P08_R_10s_lowfps.mp4,903,420,1446,989,1174.5,704.5,1163.0,676.0,773.0,170.0
3438,P08_R_10s_lowfps.mp4,893,403,1436,988,1164.5,695.5,1163.0,676.0,773.0,170.0
3439,P08_R_10s_lowfps.mp4,868,384,1438,1001,1153.0,692.5,1163.0,676.0,773.0,170.0
3440,P08_R_10s_lowfps.mp4,859,357,1433,1007,1146.0,682.0,1163.0,676.0,773.0,170.0
3441,P08_R_10s_lowfps.mp4,852,346,1441,1000,1146.5,673.0,1163.0,676.0,773.0,170.0
3442,P08_R_10s_lowfps.mp4,854,332,1438,992,1146.0,662.0,1163.0,676.0,773.0,170.0
3443,P08_R_10s_lowfps.mp4,873,348,1437,996,1155.0,672.0,1163.0,676.0,773.0,170.0
3444,P08_R_10s_lowfps.mp4,877,425,1436,989,1156.5,707.0,1163.0,676.0,773.0,170.0
3445,P08_R_10s_lowfps.mp4,855,388,1436,997,1145.5,692.5,1163.0,676.0,773.0,170.0
3446,P08_R_10s_lowfps.mp4,863,378,1415,984,1139.0,681.0,1163.0,676.0,773.0,170.0
3447,P08_R_10s_lowfps.mp4,862,408,1390,977,1126.0,692.5,1163.0,676.0,773.0,170.0
3448,P08_R_10s_lowfps.mp4,851,375,1398,994,1124.5,684.5,1163.0,676.0,773.0,170.0
3449,P08_R_10s_lowfps.mp4,846,365,1422,1007,1134.0,686.0,1163.0,676.0,773.0,170.0
3450,P08_R_10s_lowfps.mp4,860,343,1424,984,1142.0,663.5,1163.0,676.0,773.0,170.0
3451,P08_R_10s_lowfps.mp4,863,336,1431,997,1147.0,666.5,1163.0,676.0,773.0,170.0
3452,P08_R_10s_lowfps.mp4,919,352,1424,990,1171.5,671.0,1163.0,676.0,773.0,170.0
3453,P08_R_10s_lowfps.mp4,884,391,1430,984,1157.0,687.5,1163.0,676.0,773.0,170.0
3454,P08_R_10s_lowfps.mp4,865,394,1434,992,1149.5,693.0,1163.0,676.0,773.0,170.0
3455,P08_R_10s_lowfps.mp4,865,378,1413,979,1139.0,678.5,1163.0,676.0,773.0,170.0
3456,P08_R_10s_lowfps.mp4,863,390,1397,975,1130.0,682.5,1163.0,676.0,773.0,170.0
3457,P08_R_10s_lowfps.mp4,870,384,1377,983,1123.5,683.5,1163.0,676.0,773.0,170.0
3458,P08_R_10s_lowfps.mp4,869,361,1400,982,1134.5,671.5,1163.0,676.0,773.0,170.0
3459,P08_R_10s_lowfps.mp4,857,344,1430,989,1143.5,666.5,1163.0,676.0,773.0,170.0
3460,P08_R_10s_lowfps.mp4,871,314,1440,969,1155.5,641.5,1163.0,676.0,773.0,170.0
